constituency,state,status,Vote,Margin,Candidate,Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",won,743113,249351,APPALANAIDU KALISETTI,Telugu Desam
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,493762,-249351,BELLANA CHANDRASEKHAR,Yuvajana Sramika Rythu Congress Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,10623,-732490,BOBBILI SRINU,Indian National Congress
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,8038,-735075,PEERUBANDI PRAKASH RAO,Bahujan Samaj Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,4152,-738961,VELURI VENKATA TRINADHARAO,Independent
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,3401,-739712,ALLU SRIRAMULU,Independent
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,3107,-740006,SIYYADULA YELLA RAO,Independent
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,1761,-741352,SRINIVASA RAO SAMBHANA,Yuga Thulasi Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,1629,-741484,MARISERLA KRISHNAMURTHY NAIDU,Independent
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,1553,-741560,VANGAPANDU MAHESWARA RAO,Naba Bharata Nirmana Seva Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,1411,-741702,CHINNAM ARUNA KUMAR,Jaibhim Rao Bharat Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,1070,-742043,ATCHIYYA NAIDU SAMIREDDY,Samajwadi Party
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,856,-742257,ADINARAYANA TADDI,Independent
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,791,-742322,P V A ANANDA SAGAR,Independent
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",lost,725,-742388,SAKHINETI ANANTHA RAJU,Pyramid Party of India
Vizianagaram(3),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 3 - Vizianagaram  (Andhra Pradesh)

            ",,23250,-719863,NOTA,None of the Above
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",won,907467,504247,SRIBHARAT MATHUKUMILI,Telugu Desam
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,403220,-504247,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,30267,-877200,P. SATYA REDDY,Indian National Congress
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,7696,-899771,K.A. PAUL,Praja Shanthi Party
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,6091,-901376,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,4884,-902583,BIKKAVOLU. CHALAMAJI,Navarang Congress Party
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,2537,-904930,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular)
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,1993,-905474,ARUNA SRI MURALA,Independent
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,1933,-905534,VASUPILLI SURESH,Independent
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,1818,-905649,SONDI KRISHNA.,Independent
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,1109,-906358,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,950,-906517,DR. GANAPATHI KONGARAPU.,Republican Party of India (A)
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,948,-906519,BANNA. RAMESH,Dalita Bahujana Party
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,882,-906585,P. SATYA VANI,Pyramid Party of India
Visakhapatnam(4),"
                
                    General Election to Parliamentary Constituencies: Trends & Results June-2024
                
                Parliamentary Constituency 4 - Visakhapatnam  (Andhra Pradesh)

            ",lost,767,-906700,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal
